dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,airport_icao,destination_latitude,destination_longitude,depart_latitude,depart_longitude,distance_between_airport_miles,?esn,rul
test_FD001,999105,5,53,1/9/2018 9:16,FRON,KATL,KTTN,0.0013,0,100,518.67,642.25,1594.8,1407.66,14.62,21.61,553.49,2388.07,9055.09,1.3,47.54,521.5,2388.09,8131.33,8.4475,0.03,392,2388,100,38.78,23.2591,KTTN,40.277,-74.813,33.637,-84.428,700.8545006,999105,123
test_FD001,999105,5,54,1/9/2018 10:16,FRON,KATL,KTTN,0.001,1.00E-04,100,518.67,642.57,1586.73,1403.87,14.62,21.61,553.19,2388.11,9052.16,1.3,47.32,521.74,2388.12,8130.17,8.4224,0.03,392,2388,100,38.78,23.2951,KTTN,40.277,-74.813,33.637,-84.428,700.8545006,999105,123
test_FD001,999119,19,28,1/7/2018 13:47,FRON,KDEN,KDSM,-0.0021,-3.00E-04,100,518.67,641.88,1580.58,1397.22,14.62,21.61,554.28,2388.03,9051.19,1.3,47.21,521.8,2388.05,8142.39,8.4145,0.03,392,2388,100,38.95,23.4524,KDSM,41.534,-93.663,39.862,-104.673,587.7631745,999119,114
test_FD001,999119,19,29,1/8/2018 7:36,FRON,KMCO,KDTW,-1.00E-04,6.00E-04,100,518.67,642.05,1588.12,1395.37,14.62,21.61,554.17,2388.06,9050.95,1.3,47.39,522.21,2388.05,8136.06,8.4529,0.03,391,2388,100,39.13,23.3411,KDTW,42.212,-83.353,28.429,-81.309,959.1731252,999119,114
test_FD001,999119,19,30,1/8/2018 7:36,FRON,KMCO,KDTW,9.00E-04,5.00E-04,100,518.67,641.64,1584.42,1398.7,14.62,21.61,553.91,2388.03,9058.95,1.3,47.3,522.63,2388.02,8141.1,8.3747,0.03,390,2388,100,39.23,23.416,KDTW,42.212,-83.353,28.429,-81.309,959.1731252,999119,114
test_FD001,999119,19,31,1/8/2018 14:27,FRON,KMCO,KGRR,0.0015,-4.00E-04,100,518.67,642.16,1588.44,1396.33,14.62,21.61,554.06,2388.01,9056.65,1.3,47.22,521.96,2387.99,8134.2,8.3861,0.03,390,2388,100,38.88,23.4977,KGRR,42.881,-85.523,28.429,-81.309,1025.804122,999119,114
test_FD001,999119,19,32,1/9/2018 4:15,FRON,KMCO,KDSM,0.0011,-4.00E-04,100,518.67,642.57,1592.03,1399.92,14.62,21.61,554.52,2388,9057.07,1.3,47.23,521.86,2388.05,8134.31,8.4285,0.03,391,2388,100,38.9,23.3837,KDSM,41.534,-93.663,28.429,-81.309,1141.523786,999119,114
test_FD001,999119,19,33,1/9/2018 5:14,FRON,KMCO,KDSM,-0.0024,0,100,518.67,642.25,1576.47,1396.06,14.62,21.61,554.43,2387.99,9053.05,1.3,47.28,522.02,2388,8139.48,8.4227,0.03,392,2388,100,38.96,23.4201,KDSM,41.534,-93.663,28.429,-81.309,1141.523786,999119,114
test_FD001,999119,19,34,1/9/2018 8:07,FRON,KDSM,KDEN,-6.00E-04,3.00E-04,100,518.67,641.58,1586.54,1396.03,14.62,21.61,554.27,2388,9055.82,1.3,47.23,522.56,2388.07,8134.42,8.3881,0.03,392,2388,100,38.91,23.3763,KDEN,39.862,-104.673,41.534,-93.663,587.7631745,999119,114
test_FD001,999119,19,35,1/9/2018 9:06,FRON,KDSM,KDEN,8.00E-04,0,100,518.67,641.98,1586.8,1403.18,14.62,21.6,554.14,2388.03,9050.48,1.3,47.07,522.81,2388.04,8142.22,8.3726,0.03,391,2388,100,38.95,23.4147,KDEN,39.862,-104.673,41.534,-93.663,587.7631745,999119,114
test_FD001,999119,19,36,1/9/2018 13:35,FRON,KDEN,KLAS,0.0018,-2.00E-04,100,518.67,642.28,1584.87,1406.41,14.62,21.61,554.56,2388.01,9049.7,1.3,47.34,522.25,2388.02,8141.29,8.3964,0.03,392,2388,100,39.07,23.4053,KLAS,36.08,-115.152,39.862,-104.673,627.199502,999119,114
test_FD001,999119,19,37,1/9/2018 14:35,FRON,KDEN,KLAS,0.001,-3.00E-04,100,518.67,642.57,1588.36,1396.94,14.62,21.61,554.37,2388.04,9059.78,1.3,47.25,522,2388.05,8136.8,8.3806,0.03,391,2388,100,39,23.3159,KLAS,36.08,-115.152,39.862,-104.673,627.199502,999119,114
test_FD001,999119,19,38,1/9/2018 17:23,FRON,KLAS,KSLC,-0.0046,-3.00E-04,100,518.67,642.17,1582.61,1398.17,14.62,21.61,555.01,2388.02,9056.56,1.3,47.15,521.95,2388.01,8139.27,8.4285,0.03,390,2388,100,39,23.3962,KSLC,40.788,-111.978,36.08,-115.152,367.7947741,999119,114
test_FD001,999119,19,39,1/9/2018 19:16,FRON,KSLC,KDEN,0.0023,0,100,518.67,642.57,1589.6,1408.62,14.62,21.61,554.06,2387.99,9046.42,1.3,47.19,522.3,2388.07,8134.04,8.4275,0.03,393,2388,100,38.97,23.2827,KDEN,39.862,-104.673,40.788,-111.978,389.9578535,999119,114
test_FD001,999119,19,40,1/9/2018 20:30,FRON,KDEN,KSLC,-0.0022,4.00E-04,100,518.67,642.01,1582.96,1404.77,14.62,21.61,553.83,2388.02,9051.22,1.3,47.22,522.05,2388.02,8135.84,8.3685,0.03,392,2388,100,39.02,23.3717,KSLC,40.788,-111.978,39.862,-104.673,389.9578535,999119,114
test_FD001,999119,19,41,1/9/2018 21:29,FRON,KDEN,KSLC,0.0034,-2.00E-04,100,518.67,642.52,1584.82,1399.31,14.62,21.61,553.87,2388.03,9058.96,1.3,47.25,522.69,2388,8140.54,8.4294,0.03,390,2388,100,38.93,23.3858,KSLC,40.788,-111.978,39.862,-104.673,389.9578535,999119,114
test_FD001,999119,19,42,1/9/2018 22:42,FRON,KSLC,KLAS,-8.00E-04,2.00E-04,100,518.67,642.42,1580.09,1397.86,14.62,21.61,554.57,2388.01,9061.45,1.3,47.2,522.87,2387.96,8140.39,8.3773,0.03,391,2388,100,39.03,23.3188,KLAS,36.08,-115.152,40.788,-111.978,367.7947741,999119,114
test_FD001,999119,19,43,1/9/2018 23:42,FRON,KSLC,KLAS,-0.002,3.00E-04,100,518.67,641.89,1580.26,1394.91,14.62,21.61,554.08,2388.04,9052.41,1.3,47.18,522.12,2387.99,8134.42,8.3909,0.03,391,2388,100,38.93,23.3327,KLAS,36.08,-115.152,40.788,-111.978,367.7947741,999119,114
test_FD001,999119,19,44,1/10/2018 1:55,FRON,KLAS,KRDU,-0.0037,-1.00E-04,100,518.67,642.19,1582.61,1402.8,14.62,21.6,553.91,2388.04,9052.45,1.3,47.26,522.71,2388.01,8134.67,8.366,0.03,391,2388,100,39.07,23.3316,KRDU,35.878,-78.787,36.08,-115.152,2021.226987,999119,114
test_FD001,999119,19,45,1/10/2018 6:36,FRON,KRDU,KLAS,0.0018,2.00E-04,100,518.67,642.01,1585.11,1400.24,14.62,21.6,553.77,2388.02,9057.98,1.3,47.09,522.28,2388.01,8136.94,8.419,0.03,391,2388,100,38.83,23.3998,KLAS,36.08,-115.152,35.878,-78.787,2021.226987,999119,114
test_FD001,999119,19,46,1/10/2018 7:35,FRON,KRDU,KLAS,-0.0026,5.00E-04,100,518.67,641.92,1585.99,1390.93,14.62,21.61,554.29,2387.98,9052.68,1.3,47.24,522.65,2388.01,8141.99,8.3868,0.03,392,2388,100,39.03,23.3733,KLAS,36.08,-115.152,35.878,-78.787,2021.226987,999119,114
test_FD001,999119,19,47,1/10/2018 12:24,FRON,KLAS,KDEN,-0.0014,0,100,518.67,642.15,1583.45,1395.49,14.62,21.61,554.81,2388.05,9050.29,1.3,47.26,522.66,2388.04,8135.03,8.4055,0.03,394,2388,100,38.88,23.3678,KDEN,39.862,-104.673,36.08,-115.152,627.199502,999119,114
test_FD001,999119,19,48,1/10/2018 13:23,FRON,KLAS,KDEN,8.00E-04,4.00E-04,100,518.67,642.57,1586.29,1396.01,14.62,21.61,554.72,2388.07,9059.71,1.3,47.04,522.47,2388.01,8140.84,8.4149,0.03,392,2388,100,39.02,23.2977,KDEN,39.862,-104.673,36.08,-115.152,627.199502,999119,114
test_FD001,999119,19,49,1/10/2018 17:24,FRON,KLAS,KSLC,-0.0026,6.00E-04,100,518.67,642.22,1590.7,1402.02,14.62,21.61,554.55,2388.01,9058.72,1.3,47.33,522.62,2388.12,8134.67,8.4329,0.03,391,2388,100,38.91,23.31,KSLC,40.788,-111.978,36.08,-115.152,367.7947741,999119,114
test_FD001,999119,19,50,1/10/2018 18:12,FRON,KDEN,KSNA,0.0037,-3.00E-04,100,518.67,642.56,1590.6,1401.61,14.62,21.61,554.72,2388.01,9050.86,1.3,47.19,522.67,2388.02,8132.96,8.39,0.03,391,2388,100,39.11,23.3845,KSNA,33.676,-117.868,39.862,-104.673,844.865465,999119,114
test_FD001,999119,19,51,1/10/2018 20:33,FRON,KSNA,KDEN,6.00E-04,-3.00E-04,100,518.67,641.91,1587.31,1396,14.62,21.61,554.71,2388.03,9056.52,1.3,47.05,522.22,2388.04,8137.71,8.3616,0.03,393,2388,100,39.06,23.2942,KDEN,39.862,-104.673,33.676,-117.868,844.865465,999119,114
test_FD001,999119,19,52,1/10/2018 21:33,FRON,KSNA,KDEN,0,-2.00E-04,100,518.67,642.11,1591.45,1394.29,14.62,21.61,554.34,2388.05,9055.96,1.3,47.25,522.1,2388.05,8133.42,8.4071,0.03,390,2388,100,38.92,23.469,KDEN,39.862,-104.673,33.676,-117.868,844.865465,999119,114
test_FD001,999119,19,53,1/11/2018 8:48,FRON,KDEN,MMSD,2.00E-04,3.00E-04,100,518.67,642.51,1589.79,1405.34,14.62,21.61,554.69,2388.05,9060.22,1.3,47.24,522.31,2387.96,8137.28,8.415,0.03,391,2388,100,39.15,23.4064,MMSD,23.152,-109.721,39.862,-104.673,1191.657826,999119,114
test_FD001,999119,19,54,1/11/2018 9:47,FRON,KDEN,MMSD,0.0036,-4.00E-04,100,518.67,642.57,1583.07,1405.49,14.62,21.61,554.54,2388.04,9057.45,1.3,47.25,521.93,2388.06,8136.97,8.3775,0.03,393,2388,100,38.98,23.4153,MMSD,23.152,-109.721,39.862,-104.673,1191.657826,999119,114
test_FD001,999113,13,28,1/6/2018 17:15,FRON,KLAS,KCOS,0.0012,-2.00E-04,100,518.67,642.44,1591.86,1398.43,14.62,21.61,554.19,2388.03,9062.87,1.3,47.05,522.19,2388.01,8143.32,8.402,0.03,391,2388,100,38.94,23.5176,KCOS,38.806,-104.701,36.08,-115.152,603.0364231,999113,104
test_FD001,999113,13,29,1/6/2018 19:56,FRON,KCOS,KLAS,-1.00E-04,2.00E-04,100,518.67,642.75,1589.8,1400.38,14.62,21.61,554.76,2387.99,9059.45,1.3,47.2,523.2,2388.05,8134.65,8.3908,0.03,390,2388,100,39.13,23.4404,KLAS,36.08,-115.152,38.806,-104.701,603.0364231,999113,104
test_FD001,999113,13,30,1/6/2018 22:13,FRON,KLAS,KIAD,3.00E-04,4.00E-04,100,518.67,641.95,1582.19,1398.54,14.62,21.61,554.26,2388.02,9060.17,1.3,47.06,522.41,2388,8139.04,8.3983,0.03,392,2388,100,39.03,23.3054,KIAD,38.947,-77.46,36.08,-115.152,2060.499523,999113,104
test_FD001,999113,13,31,1/6/2018 22:13,FRON,KLAS,KIAD,-0.0013,2.00E-04,100,518.67,642.24,1588.22,1400.24,14.62,21.61,554.82,2388.02,9062.62,1.3,46.93,522.2,2387.96,8135.47,8.4263,0.03,391,2388,100,38.89,23.41,KIAD,38.947,-77.46,36.08,-115.152,2060.499523,999113,104
test_FD001,999113,13,32,1/6/2018 23:12,FRON,KLAS,KIAD,-0.0024,-5.00E-04,100,518.67,641.73,1583.96,1399.5,14.62,21.61,555,2387.99,9059.12,1.3,47.26,522.03,2388.02,8145.37,8.3915,0.03,392,2388,100,39.05,23.4493,KIAD,38.947,-77.46,36.08,-115.152,2060.499523,999113,104
test_FD001,999113,13,33,1/6/2018 23:12,FRON,KLAS,KIAD,-1.00E-04,4.00E-04,100,518.67,641.82,1582.24,1401.86,14.62,21.61,553.96,2387.98,9065.28,1.3,47.17,522.77,2388.01,8144.8,8.4303,0.03,391,2388,100,39.08,23.3966,KIAD,38.947,-77.46,36.08,-115.152,2060.499523,999113,104
test_FD001,999113,13,34,1/7/2018 4:16,FRON,KIAD,KAUS,0.0028,1.00E-04,100,518.67,642.33,1582.4,1400.8,14.62,21.61,554.08,2388.04,9066.92,1.3,47.22,522.98,2388,8132.95,8.3992,0.03,391,2388,100,39.04,23.411,KAUS,30.195,-97.67,38.947,-77.46,1295.001093,999113,104
test_FD001,999113,13,35,1/7/2018 4:16,FRON,KIAD,KAUS,0.0016,-4.00E-04,100,518.67,641.58,1585.66,1395.54,14.62,21.61,554.02,2387.97,9063.86,1.3,47.24,522.31,2387.95,8146.16,8.361,0.03,392,2388,100,39.13,23.4023,KAUS,30.195,-97.67,38.947,-77.46,1295.001093,999113,104
test_FD001,999113,13,36,1/7/2018 5:15,FRON,KIAD,KAUS,-9.00E-04,-3.00E-04,100,518.67,642.27,1585.21,1400.19,14.62,21.61,554.6,2388.03,9061.99,1.3,47.24,522.57,2388.06,8151.16,8.3951,0.03,391,2388,100,39.17,23.5217,KAUS,30.195,-97.67,38.947,-77.46,1295.001093,999113,104
test_FD001,999113,13,37,1/7/2018 5:15,FRON,KIAD,KAUS,-0.0015,3.00E-04,100,518.67,642.16,1584.1,1398.14,14.62,21.6,554.99,2388.09,9057.06,1.3,47.34,522.47,2388.05,8143.17,8.4301,0.03,392,2388,100,39.05,23.3639,KAUS,30.195,-97.67,38.947,-77.46,1295.001093,999113,104
test_FD001,999113,13,38,1/7/2018 9:06,FRON,KAUS,KONT,-1.00E-04,0,100,518.67,642.3,1584.86,1400.78,14.62,21.6,554.42,2388.08,9062.35,1.3,47.34,522.59,2388.07,8142.25,8.3765,0.03,390,2388,100,39.2,23.2823,KONT,34.056,-117.601,30.195,-97.67,1194.258667,999113,104
test_FD001,999113,13,39,1/7/2018 10:05,FRON,KAUS,KONT,0.0011,-3.00E-04,100,518.67,641.59,1577.02,1404.88,14.62,21.6,554.1,2388,9057.67,1.3,47.19,522.62,2387.96,8141.88,8.4182,0.03,392,2388,100,39,23.3596,KONT,34.056,-117.601,30.195,-97.67,1194.258667,999113,104
test_FD001,999113,13,40,1/7/2018 13:26,FRON,KONT,KAUS,0.0016,-1.00E-04,100,518.67,641.75,1586.35,1395.17,14.62,21.61,554.46,2388.03,9064.13,1.3,47.15,521.53,2388.05,8141.73,8.394,0.03,394,2388,100,38.86,23.3497,KAUS,30.195,-97.67,34.056,-117.601,1194.258667,999113,104
test_FD001,999113,13,41,1/7/2018 14:25,FRON,KONT,KAUS,-8.00E-04,1.00E-04,100,518.67,642.06,1586.76,1395.45,14.62,21.61,554.08,2387.99,9061.05,1.3,47.08,522.17,2387.97,8141.57,8.3796,0.03,393,2388,100,38.96,23.4373,KAUS,30.195,-97.67,34.056,-117.601,1194.258667,999113,104
test_FD001,999113,13,42,1/7/2018 16:53,FRON,KAUS,KIAD,-8.00E-04,-1.00E-04,100,518.67,642.41,1585.07,1401.09,14.62,21.61,554.25,2388.02,9065.6,1.3,47.23,522.26,2388.04,8145.86,8.4241,0.03,392,2388,100,38.85,23.506,KIAD,38.947,-77.46,30.195,-97.67,1295.001093,999113,104
test_FD001,999113,13,43,1/7/2018 16:53,FRON,KAUS,KIAD,0.001,2.00E-04,100,518.67,641.71,1578.93,1404.46,14.62,21.61,554.88,2388.01,9059.61,1.3,47.24,521.76,2387.97,8143.04,8.4379,0.03,392,2388,100,39.08,23.3136,KIAD,38.947,-77.46,30.195,-97.67,1295.001093,999113,104
test_FD001,999113,13,44,1/7/2018 17:15,FRON,KLAS,KCOS,-4.00E-04,0,100,518.67,641.97,1587.86,1402.67,14.62,21.61,554.22,2388.06,9062.11,1.3,47.23,522.21,2388.05,8140.95,8.4161,0.03,390,2388,100,38.88,23.4345,KCOS,38.806,-104.701,36.08,-115.152,603.0364231,999113,104
test_FD001,999113,13,45,1/7/2018 17:53,FRON,KAUS,KIAD,-0.0027,5.00E-04,100,518.67,642.25,1582.22,1395.2,14.62,21.61,554.19,2388.04,9063.51,1.3,47.2,522.43,2388.01,8142.4,8.4282,0.03,392,2388,100,38.93,23.4478,KIAD,38.947,-77.46,30.195,-97.67,1295.001093,999113,104
test_FD001,999113,13,46,1/7/2018 17:53,FRON,KAUS,KIAD,-7.00E-04,1.00E-04,100,518.67,642.36,1582.3,1399.98,14.62,21.61,554.08,2387.97,9059.84,1.3,47.25,522.45,2388.01,8147.5,8.4033,0.03,392,2388,100,39.02,23.4522,KIAD,38.947,-77.46,30.195,-97.67,1295.001093,999113,104
test_FD001,999113,13,47,1/7/2018 20:57,FRON,KIAD,KLAS,-0.0029,-4.00E-04,100,518.67,642.09,1587.76,1403.42,14.62,21.6,554.03,2388.03,9058.48,1.3,47.33,522.53,2388.01,8138.89,8.381,0.03,391,2388,100,39.12,23.3737,KLAS,36.08,-115.152,38.947,-77.46,2060.499523,999113,104
test_FD001,999113,13,48,1/7/2018 20:57,FRON,KIAD,KLAS,0.0036,-1.00E-04,100,518.67,642.95,1580.41,1399.38,14.62,21.61,554.7,2388,9059.5,1.3,47.31,521.98,2388.02,8149.17,8.4172,0.03,391,2388,100,39.04,23.3651,KLAS,36.08,-115.152,38.947,-77.46,2060.499523,999113,104
test_FD001,999113,13,49,1/7/2018 21:56,FRON,KIAD,KLAS,0.0015,-3.00E-04,100,518.67,642.73,1586.97,1399.31,14.62,21.61,554.12,2388.05,9061.77,1.3,47.16,522.08,2388.01,8143.18,8.3615,0.03,391,2388,100,38.9,23.4594,KLAS,36.08,-115.152,38.947,-77.46,2060.499523,999113,104
test_FD001,999113,13,50,1/7/2018 21:56,FRON,KIAD,KLAS,-0.0011,2.00E-04,100,518.67,642.76,1589.49,1397.01,14.62,21.61,554.38,2388,9062.26,1.3,47.21,522.42,2388.03,8141.56,8.3874,0.03,392,2388,100,38.96,23.3816,KLAS,36.08,-115.152,38.947,-77.46,2060.499523,999113,104
test_FD001,999113,13,51,1/8/2018 3:02,FRON,KLAS,KDEN,0.0024,5.00E-04,100,518.67,641.86,1589.66,1395.6,14.62,21.6,553.8,2388.04,9062.02,1.3,47.05,522.73,2388.02,8141.55,8.4022,0.03,393,2388,100,39.06,23.3716,KDEN,39.862,-104.673,36.08,-115.152,627.199502,999113,104
test_FD001,999113,13,52,1/8/2018 4:01,FRON,KLAS,KDEN,9.00E-04,0,100,518.67,642.35,1582.29,1394.14,14.62,21.6,554.86,2387.98,9065.72,1.3,47.04,521.96,2388.02,8143.37,8.3773,0.03,392,2388,100,39.08,23.3915,KDEN,39.862,-104.673,36.08,-115.152,627.199502,999113,104
test_FD001,999113,13,53,1/8/2018 6:55,FRON,KDEN,KORD,0.0029,4.00E-04,100,518.67,642.46,1576.58,1398.59,14.62,21.61,554.11,2388.04,9059.65,1.3,47.27,522.37,2388.02,8141.99,8.39,0.03,392,2388,100,39.06,23.3358,KORD,41.979,-87.907,39.862,-104.673,885.9713425,999113,104
test_FD001,999113,13,54,1/8/2018 7:54,FRON,KDEN,KORD,-0.0012,-1.00E-04,100,518.67,642.5,1582.85,1393.33,14.62,21.61,554.78,2387.98,9065.24,1.3,47.18,522.72,2388,8140.88,8.3742,0.03,392,2388,100,39.2,23.4206,KORD,41.979,-87.907,39.862,-104.673,885.9713425,999113,104
test_FD001,999124,24,28,3/26/2018 6:38,FRON,KMKE,KTPA,0.002,2.00E-04,100,518.67,641.88,1584.72,1385.71,14.62,21.61,554.62,2388.01,9065.55,1.3,47.02,522.67,2388,8149.54,8.3968,0.03,391,2388,100,39.1,23.4088,KTPA,27.975,-82.533,42.947,-87.897,1076.988326,999124,20
test_FD001,999124,24,29,3/26/2018 19:01,FRON,KTPA,KMSP,-0.0013,-4.00E-04,100,518.67,642.45,1581.35,1398.02,14.62,21.61,555.33,2388.04,9071.39,1.3,47.19,522.8,2387.97,8149.63,8.3908,0.03,392,2388,100,38.95,23.4049,KMSP,44.882,-93.222,27.975,-82.533,1307.880286,999124,20
test_FD001,999124,24,30,3/27/2018 5:43,FRON,KMSP,KDEN,0.0016,3.00E-04,100,518.67,642.82,1589.82,1400.17,14.62,21.61,554.1,2387.93,9066.5,1.3,47.18,522.14,2388.01,8150.64,8.3848,0.03,392,2388,100,39.22,23.2993,KDEN,39.862,-104.673,44.882,-93.222,678.7347567,999124,20
test_FD001,999124,24,31,3/27/2018 12:06,FRON,KDEN,KRNO,0.0012,1.00E-04,100,518.67,642.2,1586.23,1406.48,14.62,21.61,555.28,2387.96,9062.44,1.3,47.19,522.52,2387.99,8145.5,8.395,0.03,392,2388,100,39.03,23.3789,KRNO,39.499,-119.768,39.862,-104.673,802.1191543,999124,20
test_FD001,999124,24,32,3/27/2018 15:09,FRON,KRNO,KDEN,0.0016,2.00E-04,100,518.67,642.78,1583.67,1401.34,14.62,21.61,554.47,2387.99,9070.21,1.3,47.17,522.85,2388.02,8150.28,8.4229,0.03,391,2388,100,39.02,23.4239,KDEN,39.862,-104.673,39.499,-119.768,802.1191543,999124,20
test_FD001,999124,24,33,3/27/2018 18:17,FRON,KDEN,KONT,-0.0054,1.00E-04,100,518.67,642.09,1582.99,1395.06,14.62,21.61,554.2,2388.01,9062.51,1.3,47.14,522.24,2387.97,8146.69,8.4221,0.03,392,2388,100,38.96,23.4684,KONT,34.056,-117.601,39.862,-104.673,817.5638884,999124,20
test_FD001,999124,24,34,3/27/2018 21:34,FRON,KONT,KDEN,7.00E-04,-3.00E-04,100,518.67,642.42,1585.93,1404.77,14.62,21.61,553.91,2388,9076.86,1.3,47.09,522.13,2388.03,8147.89,8.379,0.03,392,2388,100,39.04,23.3734,KDEN,39.862,-104.673,34.056,-117.601,817.5638884,999124,20
test_FD001,999124,24,35,3/28/2018 9:12,FRON,KDEN,KSEA,0.0015,3.00E-04,100,518.67,642.41,1583.26,1397.79,14.62,21.61,554.58,2388,9065.73,1.3,47.1,522.4,2388.03,8142.06,8.4025,0.03,391,2388,100,38.97,23.462,KSEA,47.45,-122.312,39.862,-104.673,1022.338267,999124,20
test_FD001,999124,24,36,3/28/2018 13:09,FRON,KSEA,KDEN,-7.00E-04,-2.00E-04,100,518.67,642.18,1579.98,1398.09,14.62,21.61,554.55,2387.97,9068.4,1.3,46.93,522.77,2388.02,8147.32,8.4224,0.03,391,2388,100,39.15,23.4538,KDEN,39.862,-104.673,47.45,-122.312,1022.338267,999124,20
test_FD001,999124,24,37,3/28/2018 16:43,FRON,KDEN,KMSP,-0.0044,0,100,518.67,642.28,1577.97,1392.77,14.62,21.61,554.61,2387.99,9068.08,1.3,47.15,522.03,2387.95,8155.75,8.4329,0.03,390,2388,100,39.08,23.4256,KMSP,44.882,-93.222,39.862,-104.673,678.7347567,999124,20
test_FD001,999124,24,38,3/28/2018 18:17,FRON,KDEN,KONT,-0.0024,-5.00E-04,100,518.67,642.5,1583.61,1405.74,14.62,21.61,554.94,2387.98,9070.12,1.3,47.24,522.17,2388.04,8144.72,8.3996,0.03,391,2388,100,39.01,23.377,KONT,34.056,-117.601,39.862,-104.673,817.5638884,999124,20
test_FD001,999124,24,39,3/28/2018 19:27,FRON,KMSP,KDEN,0.0019,3.00E-04,100,518.67,642.36,1589.16,1394.71,14.62,21.61,554.59,2388,9059.35,1.3,47.05,522.4,2388.01,8144.78,8.363,0.03,392,2388,100,39.22,23.2992,KDEN,39.862,-104.673,44.882,-93.222,678.7347567,999124,20
test_FD001,999124,24,40,3/28/2018 23:43,FRON,KDEN,KLAX,-0.0016,-3.00E-04,100,518.67,641.5,1591.2,1403.88,14.62,21.61,554.67,2388.02,9061.82,1.3,47.17,522.72,2388,8142.66,8.3696,0.03,392,2388,100,39.07,23.3747,KLAX,33.943,-118.408,39.862,-104.673,860.6739058,999124,20
test_FD001,999124,24,41,3/29/2018 3:02,FRON,KLAX,KDEN,-0.0019,-4.00E-04,100,518.67,642.28,1586.38,1396.96,14.62,21.6,555.03,2388.03,9053.87,1.3,47.12,522.32,2387.97,8144.04,8.3868,0.03,390,2388,100,39.25,23.3578,KDEN,39.862,-104.673,33.943,-118.408,860.6739058,999124,20
test_FD001,999124,24,42,3/29/2018 8:35,FRON,KDEN,KDCA,9.00E-04,3.00E-04,100,518.67,641.86,1584.7,1402.88,14.62,21.61,554.83,2388,9065.31,1.3,47.26,522.26,2388.01,8147.77,8.3755,0.03,391,2388,100,39.05,23.4375,KDCA,38.852,-77.038,39.862,-104.673,1472.127404,999124,20
test_FD001,999124,24,43,3/29/2018 12:20,FRON,KDCA,KDEN,-0.0038,3.00E-04,100,518.67,642.66,1589.46,1392.92,14.62,21.61,554.55,2387.96,9066.85,1.3,47,521.54,2388.05,8148.51,8.4011,0.03,391,2388,100,39.02,23.4427,KDEN,39.862,-104.673,38.852,-77.038,1472.127404,999124,20
test_FD001,999124,24,44,3/29/2018 17:57,FRON,KDEN,KMIA,-0.0042,-3.00E-04,100,518.67,641.65,1580.1,1400.66,14.62,21.61,554.8,2387.98,9064.95,1.3,46.98,522.48,2387.99,8147.64,8.4104,0.03,391,2388,100,38.96,23.3843,KMIA,25.795,-80.29,39.862,-104.673,1707.911421,999124,20
test_FD001,999124,24,45,3/29/2018 22:39,FRON,KMIA,KDEN,0,-1.00E-04,100,518.67,642.13,1588.43,1396.62,14.62,21.61,554.43,2387.95,9067.82,1.3,47.16,522.95,2388,8147.45,8.3598,0.03,393,2388,100,38.91,23.3963,KDEN,39.862,-104.673,25.795,-80.29,1707.911421,999124,20
test_FD001,999124,24,46,3/30/2018 2:11,FRON,KMIA,KDEN,-0.0022,-4.00E-04,100,518.67,642.13,1585.19,1394.03,14.62,21.61,554.6,2387.99,9066.65,1.3,47.24,522.23,2388.02,8147.88,8.4113,0.03,391,2388,100,39.1,23.4079,KDEN,39.862,-104.673,25.795,-80.29,1707.911421,999124,20
test_FD001,999124,24,47,3/30/2018 7:47,FRON,KDEN,KMCO,0.002,-5.00E-04,100,518.67,642.4,1587.61,1389.33,14.62,21.61,555.22,2388,9063.22,1.3,47.24,522.38,2387.95,8148.75,8.3867,0.03,392,2388,100,39.06,23.5022,KMCO,28.429,-81.309,39.862,-104.673,1544.965524,999124,20
test_FD001,999124,24,48,3/30/2018 12:03,FRON,KMCO,KTTN,0.003,-1.00E-04,100,518.67,642.05,1577.93,1394.98,14.62,21.61,554.49,2387.97,9070.86,1.3,47.2,522.29,2387.99,8147.58,8.3988,0.03,392,2388,100,39.14,23.4374,KTTN,40.277,-74.813,28.429,-81.309,897.8914987,999124,20
test_FD001,999124,24,49,3/30/2018 15:27,FRON,KTTN,KPBI,-0.0018,1.00E-04,100,518.67,642.36,1587.12,1398.18,14.62,21.61,554.21,2387.98,9060.9,1.3,47.35,522.21,2388.01,8144.2,8.3946,0.03,390,2388,100,39.04,23.4721,KPBI,26.683,-80.096,40.277,-74.813,986.8430655,999124,20
test_FD001,999124,24,50,3/30/2018 19:23,FRON,KPBI,KTTN,0.0023,2.00E-04,100,518.67,642.5,1590.88,1402.27,14.62,21.61,553.99,2388.02,9077.16,1.3,47.11,522.17,2388,8143.49,8.4317,0.03,391,2388,100,38.88,23.3043,KTTN,40.277,-74.813,26.683,-80.096,986.8430655,999124,20
test_FD001,999124,24,51,3/31/2018 5:43,FRON,KTTN,KMIA,0.0028,-5.00E-04,100,518.67,642.31,1581.69,1395.25,14.62,21.6,554.23,2387.99,9069.29,1.3,47.16,522.73,2387.96,8150.99,8.4164,0.03,389,2388,100,39.27,23.3825,KMIA,25.795,-80.29,40.277,-74.813,1049.10206,999124,20
